timestamp,cpu,cpu prediction,cpu_anomalyscore,cpu_anamolyLikelihood,Uc,mem_used,mem_prediction,mem_anomalyScore,mem_anomalyLikelihood,Um,disk_write_bytes,disk_prediction,disk_anomalyScore,disk_anomalyLikelihood,Udw,disk_read_bytes,disk_read_prediction,disk_read_anomalyScore,disk_read_anomalyLikelihood,Udr,net_s,net_s_prediction,net_s_anomalyScore,net_s_anomalyLikelihood,udnet,totalUM
2018-10-21 17:20:00,1.0,1.0,1.0,0.5,1.0,17.1,17.1,1.0,0.5,17.1,0.8626823425292969,0.8626823425292969,1.0,0.5,0.8626823425292969,0.47761058807373047,0.47761058807373047,1.0,0.5,0.47761058807373047,0.0,0.0,1.0,0.5,0.0,7.776117172241212
2018-10-21 17:20:00,6.6,6.6,1.0,0.5,6.6,18.8,18.8,1.0,0.5,18.8,0.8627891540527344,0.8627891540527344,1.0,0.5,0.8627891540527344,0.47761058807373047,0.47761058807373047,1.0,0.5,0.47761058807373047,0.0,0.0,1.0,0.5,0.0,10.696159896850585
2018-10-21 17:20:00,2.5,6.6,1.0,0.5,4.55,18.8,17.61,1.0,0.5,18.205,0.8629112243652344,0.8627143859863281,1.0,0.5,0.8628128051757813,0.47761058807373047,0.4776105880737304,1.0,0.5,0.47761058807373047,0.0,0.0,1.0,0.5,0.0,9.638169357299805
2018-10-21 17:20:00,1.5,2.5,0.325,0.5,2.0,18.8,17.967,0.0,0.5,18.383499999999998,0.8629112243652344,0.8627734375,0.0,0.5,0.8628423309326172,0.47761058807373047,0.4776105880737304,0.0,0.5,0.47761058807373047,0.0,0.0,0.0,0.5,0.0,8.689581167602539
2018-10-21 17:20:00,0.5,1.15,0.025,0.5,0.825,18.8,18.2169,0.0,0.5,18.50845,0.8629112243652344,0.8628147735595701,0.0,0.5,0.8628629989624023,0.4776182174682617,0.4776105880737304,0.0,0.5,0.4776144027709961,0.0,0.0,0.0,0.5,0.0,8.26957096069336
2018-10-21 17:20:00,1.0,0.5,0.0,0.5,0.75,18.8,18.39183,0.0,0.5,18.595914999999998,0.8629112243652344,0.8628437088012693,0.0,0.5,0.8628774665832518,0.4776182174682617,0.47761287689208975,0.0,0.5,0.47761554718017574,0.0,0.0,0.0,0.5,0.0,8.27456320550537
2018-10-21 17:20:00,6.0,1.105,0.075,0.5,3.5525,18.8,18.514280999999997,0.0,0.5,18.657140499999997,0.8629112243652344,0.8628639634704587,0.0,0.5,0.8628875939178465,0.4776182174682617,0.47761447906494126,0.0,0.5,0.4776163482666015,0.0,0.0,0.0,0.5,0.0,9.42005777687378
2018-10-21 17:20:00,1.5,6.419999999999999,0.0,0.5,3.9599999999999995,18.8,18.5999967,0.0,0.5,18.69999835,0.8630867004394531,0.8628781417388913,0.0,0.5,0.8629824210891722,0.4776182174682617,0.4776156005859373,0.0,0.5,0.4776169090270995,0.0,0.0,0.0,0.5,0.0,9.60023907204651
2018-10-21 17:20:00,2.0,1.2235,0.0,0.5,1.61175,18.8,18.659997689999997,0.0,0.5,18.729998844999997,0.8630867004394531,0.8629407093490598,0.0,0.5,0.8630137048942564,0.4776182174682617,0.4776163856506346,0.0,0.5,0.47761730155944815,0.0,0.0,0.0,0.5,0.0,8.67295194058148
2018-10-21 17:20:00,1.0,1.2235,0.0,0.5,1.11175,18.8,18.701998382999996,0.0,0.5,18.7509991915,0.8630867004394531,0.8629845066761777,0.0,0.5,0.8630356035578154,0.4776182174682617,0.47761693519592263,0.0,0.5,0.4776175763320922,0.0,0.0,0.0,0.5,0.0,8.481360948555963
